season,date,dh_game,home_team_br,away_team_br,home_win,home_runs,away_runs,total_runs,innings,winning_pitcher,losing_pitcher
2025,2025-06-24,1,LAA,BOS,1,3,2,5,10,Detmers,Wilson
2025,2025-06-24,1,MIL,PIT,1,9,3,12,9,Peralta,Heaney
2025,2025-06-24,1,MIN,SEA,0,5,6,11,9,Muñoz,Duran
2025,2025-06-24,1,NYM,ATL,0,4,7,11,9,Strider,Castillo
2025,2025-06-24,1,SDP,WSN,1,4,3,7,9,Adam,Williams
2025,2025-06-24,1,SFG,MIA,0,2,4,6,9,Gibson,Verlander
2025,2025-06-24,1,STL,CHC,1,8,7,15,9,Matz,Taillon
2025,2025-06-25,1,BAL,TEX,0,0,7,7,9,deGrom,Young
2025,2025-06-25,1,CHW,ARI,1,7,3,10,9,Burke,Gallen
2025,2025-06-25,1,CIN,NYY,0,1,7,8,9,Fried,Singer
2025,2025-06-25,1,CLE,TOR,1,5,4,9,10,Enright,Fluharty
2025,2025-06-25,1,COL,LAD,0,1,8,9,9,Yamamoto,Dollander
2025,2025-06-25,1,DET,ATH,0,0,3,3,9,Lopez,Flaherty
2025,2025-06-25,1,HOU,PHI,1,2,0,2,9,Gordon,Wheeler
2025,2025-06-25,1,KCR,TBR,0,0,3,3,9,Rasmussen,Wacha
2025,2025-06-25,1,LAA,BOS,1,5,2,7,9,Kikuchi,Guerrero
2025,2025-06-25,1,MIL,PIT,1,4,2,6,9,Misiorowski,Skenes
2025,2025-06-25,1,MIN,SEA,1,2,0,2,9,Ryan,Kirby
2025,2025-06-25,1,NYM,ATL,1,7,3,10,9,Holmes,Fuentes
2025,2025-06-25,1,SDP,WSN,1,1,0,1,9,Pivetta,Gore
2025,2025-06-25,1,SFG,MIA,0,5,8,13,10,Faucher,Doval
2025,2025-06-25,1,STL,CHC,0,0,8,8,9,Boyd,Fedde
2025,2025-06-26,1,CLE,TOR,0,0,6,6,9,Gausman,Bibee
2025,2025-06-26,1,COL,LAD,0,1,3,4,9,Kershaw,Chivilli
2025,2025-06-26,1,DET,ATH,1,8,0,8,9,Enns,Springs
2025,2025-06-26,1,HOU,PHI,1,2,1,3,9,Abreu,Kerkering
2025,2025-06-26,1,KCR,TBR,0,0,4,4,9,Baz,Lorenzen
2025,2025-06-26,1,MIN,SEA,1,10,1,11,9,Woods Richardson,Hancock
2025,2025-06-26,1,NYM,ATL,1,4,0,4,9,Warren,Holmes
2025,2025-06-26,1,SFG,MIA,0,5,12,17,9,Simpson,Birdsong
2025,2025-06-26,1,STL,CHC,0,0,3,3,9,Imanaga,Pallante
2025,2025-06-27,1,ARI,MIA,0,8,9,17,9,Henriquez,Kelly
2025,2025-06-27,1,ATL,PHI,0,0,13,13,9,Walker,Elder
2025,2025-06-27,1,BAL,TBR,1,22,8,30,9,Sugano,Orze
2025,2025-06-27,1,BOS,TOR,0,0,9,9,9,Berríos,Bello
2025,2025-06-27,1,CHW,SFG,0,1,3,4,9,Roupp,Alexander
2025,2025-06-27,1,CIN,SDP,1,8,1,9,9,Martinez,Cease
2025,2025-06-27,1,CLE,STL,0,0,5,5,9,Gray,Ortiz
2025,2025-06-27,1,DET,MIN,0,1,4,5,9,Festa,Gipson-Long
2025,2025-06-27,1,HOU,CHC,1,7,4,11,9,Walter,Horton
2025,2025-06-27,1,KCR,LAD,0,4,5,9,9,Trivino,Cameron
2025,2025-06-27,1,LAA,WSN,0,9,15,24,9,Lord,Bachman
2025,2025-06-27,1,MIL,COL,1,10,6,16,9,Quintana,Freeland
2025,2025-06-27,1,NYY,ATH,1,3,0,3,9,Warren,Spence
2025,2025-06-27,1,PIT,NYM,1,9,1,10,9,Keller,Peterson
2025,2025-06-27,1,TEX,SEA,0,6,7,13,12,Bazardo,Armstrong
2025,2025-06-28,1,ARI,MIA,0,7,8,15,10,Bender,Morillo
2025,2025-06-28,1,ATL,PHI,1,6,1,7,9,Schwellenbach,Luzardo
2025,2025-06-28,1,BAL,TBR,0,3,11,14,9,Littell,Eflin
2025,2025-06-28,1,BOS,TOR,1,15,1,16,9,Giolito,Bassitt
2025,2025-06-28,1,CHW,SFG,1,1,0,1,9,Houser,Ray
2025,2025-06-28,1,CIN,SDP,0,4,6,10,9,Hoeing,Richardson
2025,2025-06-28,1,CLE,STL,0,6,9,15,9,Svanson,Festa
2025,2025-06-28,1,DET,MIN,1,10,5,15,9,Mize,Ober
2025,2025-06-28,1,HOU,CHC,0,3,12,15,9,Rea,McCullers
2025,2025-06-28,1,KCR,LAD,1,9,5,14,9,Lugo,Casparius
2025,2025-06-28,1,LAA,WSN,1,8,2,10,9,Zeferjahn,Brzykcy
2025,2025-06-28,1,MIL,COL,1,5,0,5,9,Priester,Senzatela
2025,2025-06-28,1,NYY,ATH,0,0,7,7,9,Sears,Schmidt
2025,2025-06-28,1,PIT,NYM,1,9,2,11,9,Ashcraft,Blackburn
2025,2025-06-28,1,TEX,SEA,1,3,2,5,10,Armstrong,Muñoz
2025,2025-06-29,1,ARI,MIA,0,4,6,10,9,Bachar,Beeks
2025,2025-06-29,1,ATL,PHI,0,1,2,3,9,Suarez,Strider
2025,2025-06-29,1,BAL,TBR,1,5,1,6,9,Kremer,Bradley
2025,2025-06-29,1,BOS,TOR,0,3,5,8,9,Rodríguez,Buehler
2025,2025-06-29,1,CHW,SFG,1,5,2,7,9,Gilbert,Miller
2025,2025-06-29,1,CIN,SDP,1,3,2,5,9,Pagán,Suarez
2025,2025-06-29,1,CLE,STL,0,0,7,7,9,Liberatore,Allen
2025,2025-06-29,1,DET,MIN,1,3,0,3,9,Skubal,Paddack
2025,2025-06-29,1,HOU,CHC,1,2,0,2,9,Valdez,Taillon
2025,2025-06-29,1,KCR,LAD,0,1,5,6,9,Wrobleski,Bubic
2025,2025-06-29,1,LAA,WSN,0,4,7,11,11,Finnegan,Brogdon
2025,2025-06-29,1,MIL,COL,0,3,4,7,11,Vodnik,Anderson
2025,2025-06-29,1,NYY,ATH,1,12,5,17,9,Stroman,Severino
2025,2025-06-29,1,PIT,NYM,1,12,1,13,9,Mlodzinski,Montas
2025,2025-06-29,1,TEX,SEA,0,4,6,10,12,Thornton,Winn
2025,2025-06-30,1,ARI,SFG,1,4,2,6,9,Curtiss,Webb
2025,2025-06-30,1,BOS,CIN,1,13,6,19,9,Crochet,Burns
2025,2025-06-30,1,PHI,SDP,1,4,0,4,9,Wheeler,Waldron
2025,2025-06-30,1,PIT,STL,1,7,0,7,9,Heaney,Fedde
2025,2025-06-30,1,SEA,KCR,1,6,2,8,9,Kirby,Wacha
2025,2025-06-30,1,TBR,ATH,0,4,6,10,9,Newcomb,Fairbanks
2025,2025-06-30,1,TEX,BAL,0,6,10,16,11,Akin,Milner
2025,2025-06-30,1,TOR,NYY,1,5,4,9,9,Little,Leiter
2025,2025-07-01,1,ARI,SFG,1,8,2,10,9,Gallen,Birdsong
2025,2025-07-01,1,ATL,LAA,0,0,4,4,9,Fermin,Lee
2025,2025-07-01,1,BOS,CIN,1,5,3,8,9,Bello,Richardson
2025,2025-07-01,1,CHC,CLE,1,5,2,7,9,Boyd,Williams
2025,2025-07-01,1,COL,HOU,0,5,6,11,9,Sousa,Dollander
2025,2025-07-01,1,LAD,CHW,1,6,1,7,9,Yamamoto,Smith
2025,2025-07-01,1,MIA,MIN,1,2,0,2,9,Cabrera,Ryan
2025,2025-07-01,1,PIT,STL,1,1,0,1,9,Mattson,Maton
2025,2025-07-01,1,SEA,KCR,0,3,6,9,9,Erceg,Hancock
2025,2025-07-01,1,TBR,ATH,0,3,4,7,10,Kelly,Montgomery
2025,2025-07-01,1,TEX,BAL,1,10,2,12,9,deGrom,Young
2025,2025-07-01,1,TOR,NYY,1,12,5,17,9,Fisher,Leiter
2025,2025-07-02,1,ARI,SFG,0,5,6,11,10,Doval,Miller
2025,2025-07-02,1,ATL,LAA,1,8,3,11,9,Bummer,Zeferjahn
2025,2025-07-02,1,BOS,CIN,0,4,8,12,9,Martinez,Weissert
2025,2025-07-02,1,CHC,CLE,1,5,4,9,9,Imanaga,Bibee
2025,2025-07-02,1,COL,HOU,0,3,5,8,9,Brown,Chivilli
2025,2025-07-02,1,LAD,CHW,1,5,4,9,9,Klein,Taylor
2025,2025-07-02,1,MIA,MIN,0,1,2,3,9,Woods Richardson,Junk
2025,2025-07-02,1,NYM,MIL,0,2,7,9,9,Peralta,Garrett
2025,2025-07-02,2,NYM,MIL,1,7,3,10,9,Tidwell,Misiorowski
2025,2025-07-02,1,PHI,SDP,0,4,6,10,9,Pivetta,Abel
2025,2025-07-02,2,PHI,SDP,1,5,1,6,9,Sánchez,Cease
2025,2025-07-02,1,PIT,STL,1,5,0,5,9,Keller,Gray
2025,2025-07-02,1,SEA,KCR,1,3,2,5,9,Vargas,Zerpa
2025,2025-07-02,1,TBR,ATH,1,6,5,11,9,Pepiot,Spence
2025,2025-07-02,1,TEX,BAL,1,6,0,6,9,Eovaldi,Sugano
2025,2025-07-02,1,TOR,NYY,1,11,9,20,9,García,Williams
2025,2025-07-02,1,WSN,DET,0,2,11,13,9,Smith,Williams
2025,2025-07-02,2,WSN,DET,1,9,4,13,9,Henry,Kahnle
2025,2025-07-03,1,ARI,SFG,0,2,7,9,9,Ray,Pfaadt
2025,2025-07-03,1,ATL,LAA,0,1,5,6,9,Soriano,Elder
2025,2025-07-03,1,CHC,CLE,1,1,0,1,10,Flexen,Clase
2025,2025-07-03,1,COL,HOU,1,7,6,13,9,Mejia,Weems
2025,2025-07-03,1,LAD,CHW,1,6,2,8,9,May,Civale
2025,2025-07-03,1,MIA,MIN,1,4,1,5,9,Pérez,Festa
2025,2025-07-03,1,NYM,MIL,1,3,2,5,9,Peterson,Quintana
2025,2025-07-03,1,SEA,KCR,0,2,3,5,9,Lugo,Legumina
2025,2025-07-03,1,TOR,NYY,1,8,5,13,9,Bassitt,Beeter
2025,2025-07-03,1,WSN,DET,1,11,7,18,9,Irvin,Enns
2025,2025-07-04,1,ARI,KCR,0,3,9,12,9,Bubic,Rodríguez
2025,2025-07-04,1,ATH,SFG,1,11,2,13,9,Sears,Verlander
2025,2025-07-04,1,ATL,BAL,0,2,3,5,9,Morton,Strider
2025,2025-07-04,1,CHC,STL,1,11,3,14,9,Rea,Mikolas
2025,2025-07-04,1,CLE,DET,0,1,2,3,9,Holton,Cecconi
2025,2025-07-04,1,COL,CHW,0,2,3,5,9,Houser,Senzatela
2025,2025-07-04,1,LAD,HOU,0,1,18,19,9,McCullers,Casparius
2025,2025-07-04,1,MIA,MIL,0,5,6,11,9,Ashby,Gibson
2025,2025-07-04,1,MIN,TBR,1,4,3,7,9,Varland,Kelly
2025,2025-07-04,1,NYM,NYY,1,6,5,11,9,Brazobán,Weaver
2025,2025-07-04,1,PHI,CIN,0,6,9,15,9,Moll,Luzardo
2025,2025-07-04,1,SDP,TEX,1,3,2,5,10,Morejón,Garcia
2025,2025-07-04,1,SEA,PIT,1,6,0,6,9,Woo,Falter
2025,2025-07-04,1,TOR,LAA,1,4,3,7,10,Green,Bachman
2025,2025-07-04,1,WSN,BOS,0,2,11,13,9,Giolito,Soroka
2025,2025-07-05,1,ARI,KCR,1,7,1,8,9,Nelson,Wacha
2025,2025-07-05,1,ATH,SFG,0,2,7,9,9,Webb,Severino
2025,2025-07-05,1,ATL,BAL,0,6,9,15,10,Bautista,Montero
2025,2025-07-05,1,CHC,STL,0,6,8,14,9,Matz,Keller
2025,2025-07-05,1,CLE,DET,0,0,1,1,9,Mize,Allen
2025,2025-07-05,1,COL,CHW,0,3,10,13,9,Cannon,Márquez
2025,2025-07-05,1,LAD,HOU,0,4,6,10,9,Valdez,Wrobleski
2025,2025-07-05,1,MIA,MIL,1,4,2,6,9,Henriquez,Mears
2025,2025-07-05,1,MIN,TBR,1,6,5,11,9,Duran,Cleavinger
2025,2025-07-05,1,NYM,NYY,1,12,6,18,9,Montas,Rodón
2025,2025-07-05,1,PHI,CIN,1,5,1,6,9,Romano,Lodolo
2025,2025-07-05,1,SDP,TEX,0,4,7,11,9,Corbin,Kolek
2025,2025-07-05,1,SEA,PIT,1,1,0,1,9,Castillo,Ferguson
2025,2025-07-05,1,TOR,LAA,1,4,3,7,11,Fisher,Zeferjahn
2025,2025-07-05,1,WSN,BOS,0,3,10,13,9,Buehler,Parker
2025,2025-07-06,1,ARI,KCR,0,0,4,4,9,Lorenzen,DeSclafani
2025,2025-07-06,1,ATH,SFG,0,2,6,8,9,Birdsong,Lopez
2025,2025-07-06,1,ATL,BAL,0,1,2,3,9,Rogers,Holmes
2025,2025-07-06,1,CHC,STL,1,11,0,11,9,Boyd,Fedde
2025,2025-07-06,1,CLE,DET,0,2,7,9,10,Lee,Smith
2025,2025-07-06,1,COL,CHW,1,6,4,10,9,Agnos,Smith
2025,2025-07-06,1,LAD,HOU,0,1,5,6,9,Gusto,Klein
2025,2025-07-06,1,MIA,MIL,0,1,3,4,9,Woodruff,Cabrera
2025,2025-07-06,1,MIN,TBR,0,5,7,12,10,Fairbanks,Topa
2025,2025-07-06,1,NYM,NYY,0,4,6,10,9,Fried,Pop
2025,2025-07-06,1,PHI,CIN,1,3,1,4,9,Wheeler,Santillan
2025,2025-07-06,1,SDP,TEX,1,4,1,5,9,Hart,Leiter
2025,2025-07-06,1,SEA,PIT,1,1,0,1,9,Kirby,Mlodzinski
2025,2025-07-06,1,TOR,LAA,1,3,2,5,9,Burr,Anderson
2025,2025-07-06,1,WSN,BOS,0,4,6,10,9,Crochet,Ogasawara
2025,2025-07-07,1,BOS,COL,1,9,3,12,9,Fitts,Gomber
2025,2025-07-07,1,CHW,TOR,0,4,8,12,9,Berríos,Burke
2025,2025-07-07,1,CIN,MIA,0,1,5,6,9,Junk,Singer
2025,2025-07-07,1,DET,TBR,1,5,1,6,9,Montero,Baz
2025,2025-07-07,1,HOU,CLE,0,5,7,12,9,Festa,Gordon
2025,2025-07-07,1,KCR,PIT,1,9,3,12,9,Cameron,Heaney
2025,2025-07-07,1,LAA,TEX,1,6,5,11,9,Jansen,Martin
2025,2025-07-07,1,MIL,LAD,1,9,1,10,9,Peralta,Yamamoto
2025,2025-07-07,1,SDP,ARI,0,3,6,9,9,Gallen,Darvish
2025,2025-07-07,1,SFG,PHI,1,3,1,4,9,Rogers,Kerkering
2025,2025-07-08,1,ATH,ATL,1,10,1,11,9,Springs,Fuentes
2025,2025-07-08,1,BAL,NYM,0,6,7,13,10,Díaz,Cano
2025,2025-07-08,1,BOS,COL,1,10,2,12,9,Bello,Freeland
2025,2025-07-08,1,CHW,TOR,0,1,6,7,7,Bassitt,Civale
2025,2025-07-08,1,CIN,MIA,0,2,12,14,9,Pérez,Martinez
2025,2025-07-08,1,DET,TBR,1,4,2,6,9,Kahnle,Uceta
2025,2025-07-08,1,HOU,CLE,0,6,10,16,10,Junis,Hader
2025,2025-07-08,1,KCR,PIT,1,4,3,7,9,Estévez,Santana
2025,2025-07-08,1,LAA,TEX,0,1,13,14,9,Eovaldi,Soriano
2025,2025-07-08,1,MIL,LAD,1,3,1,4,9,Misiorowski,Kershaw
2025,2025-07-08,1,MIN,CHC,1,8,1,9,9,Woods Richardson,Imanaga
2025,2025-07-08,1,NYY,SEA,1,10,3,13,9,Warren,Gilbert
2025,2025-07-08,1,SDP,ARI,1,1,0,1,9,Morejón,Kelly
2025,2025-07-08,1,SFG,PHI,1,4,3,7,9,Walker,Romano
2025,2025-07-08,1,STL,WSN,1,4,2,6,9,Gray,Irvin
2025,2025-07-09,1,ATH,ATL,0,2,9,11,9,Elder,Spence
2025,2025-07-09,1,BOS,COL,1,10,2,12,9,Giolito,Senzatela
2025,2025-07-09,1,CHW,TOR,1,2,1,3,9,Houser,Lauer
2025,2025-07-09,1,CIN,MIA,1,7,2,9,9,Abbott,Alcantara
2025,2025-07-09,1,DET,TBR,0,3,7,10,9,Littell,Lee
2025,2025-07-09,1,HOU,CLE,0,2,4,6,9,Cecconi,Walter
2025,2025-07-09,1,KCR,PIT,1,4,3,7,9,Erceg,Mattson
2025,2025-07-09,1,LAA,TEX,1,11,8,19,9,Fermin,Jackson
2025,2025-07-09,1,MIL,LAD,1,3,2,5,10,Megill,Yates
2025,2025-07-09,1,MIN,CHC,1,4,2,6,9,Festa,Horton
2025,2025-07-09,1,NYY,SEA,1,9,6,15,9,Schlittler,Evans
2025,2025-07-09,1,SDP,ARI,0,2,8,10,9,Pfaadt,Cease
2025,2025-07-09,1,SFG,PHI,0,0,13,13,9,Luzardo,Verlander
2025,2025-07-09,1,STL,WSN,0,2,8,10,9,Gore,Pallante
2025,2025-07-10,1,ATH,ATL,1,5,4,9,11,Sterner,Bummer
2025,2025-07-10,1,BAL,NYM,1,3,1,4,9,Wolfram,Stanek
2025,2025-07-10,2,BAL,NYM,1,7,3,10,9,Sugano,Hagenman
2025,2025-07-10,1,BOS,TBR,1,4,3,7,9,Murphy,Baker
2025,2025-07-10,1,CIN,MIA,1,6,0,6,9,Lodolo,Quantrill
2025,2025-07-10,1,LAA,TEX,0,4,11,15,9,Corbin,Kochanowicz
2025,2025-07-10,1,MIN,CHC,0,1,8,9,9,Rea,Paddack
2025,2025-07-10,1,NYY,SEA,1,6,5,11,10,Williams,Speier
2025,2025-07-10,1,SDP,ARI,1,4,3,7,9,Morejón,Rodríguez
2025,2025-07-10,1,STL,WSN,1,8,1,9,9,Mikolas,Soroka
2025,2025-07-11,1,ATH,TOR,0,6,7,13,9,Scherzer,Severino
2025,2025-07-11,1,BAL,MIA,1,5,2,7,9,Kremer,Cabrera
2025,2025-07-11,1,BOS,TBR,1,5,4,9,9,Murphy,Fairbanks
2025,2025-07-11,1,CHW,CLE,0,2,4,6,9,Allen,Alexander
2025,2025-07-11,2,CHW,CLE,1,5,4,9,11,Vasil,Allard
2025,2025-07-11,1,CIN,COL,0,2,3,5,9,Bird,Santillan
2025,2025-07-11,1,DET,SEA,0,3,12,15,9,Castillo,Skubal
2025,2025-07-11,1,HOU,TEX,0,3,7,10,9,Leiter,McCullers
2025,2025-07-11,1,KCR,NYM,0,3,8,11,9,Brazobán,Cruz
2025,2025-07-11,1,LAA,ARI,1,6,5,11,9,Jansen,Backhus
2025,2025-07-11,1,MIL,WSN,1,8,3,11,9,Priester,Parker
2025,2025-07-11,1,MIN,PIT,1,2,1,3,9,Ryan,Skenes
2025,2025-07-11,1,NYY,CHC,1,11,0,11,9,Rodón,Flexen
2025,2025-07-11,1,SDP,PHI,1,4,2,6,9,Estrada,Suarez
2025,2025-07-11,1,SFG,LAD,1,8,7,15,9,Webb,May
2025,2025-07-11,1,STL,ATL,0,5,6,11,9,De Los Santos,Liberatore
2025,2025-07-12,1,ATH,TOR,1,4,3,7,9,Lopez,Gausman
2025,2025-07-12,1,BAL,MIA,0,0,6,6,9,Junk,Rogers
2025,2025-07-12,1,BOS,TBR,1,1,0,1,9,Crochet,Baz
2025,2025-07-12,1,CHW,CLE,0,2,6,8,9,Bibee,Leasure
2025,2025-07-12,1,CIN,COL,1,4,3,7,9,Pagán,Vodnik
2025,2025-07-12,1,DET,SEA,0,7,15,22,9,Kirby,Mize
2025,2025-07-12,1,HOU,TEX,1,5,4,9,11,Sousa,Garcia
2025,2025-07-12,1,KCR,NYM,0,1,3,4,9,Montas,Bowlan
2025,2025-07-12,1,LAA,ARI,1,10,5,15,9,Kikuchi,Gallen
2025,2025-07-12,1,MIL,WSN,1,6,5,11,9,Anderson,Finnegan
2025,2025-07-12,1,MIN,PIT,1,12,4,16,9,Adams,Burrows
2025,2025-07-12,1,NYY,CHC,0,2,5,7,9,Boyd,Fried
2025,2025-07-12,1,SDP,PHI,1,5,4,9,9,Morgan,Banks
2025,2025-07-12,1,SFG,LAD,0,1,2,3,9,Sheehan,Roupp
2025,2025-07-12,1,STL,ATL,0,6,7,13,9,Hernández,Helsley
2025,2025-07-13,1,ATH,TOR,1,6,3,9,9,Springs,Berríos
2025,2025-07-13,1,BAL,MIA,0,1,11,12,9,Pérez,Young
2025,2025-07-13,1,BOS,TBR,1,4,1,5,9,Bello,Pepiot
2025,2025-07-13,1,CHW,CLE,0,5,6,11,10,Clase,Eisert
2025,2025-07-13,1,CIN,COL,1,4,2,6,9,Martinez,Gomber
2025,2025-07-13,1,DET,SEA,0,4,8,12,9,Brash,Kahnle
2025,2025-07-13,1,HOU,TEX,0,1,5,6,9,Eovaldi,Brown
2025,2025-07-13,1,KCR,NYM,1,3,2,5,9,Estévez,Manaea
2025,2025-07-13,1,LAA,ARI,0,1,5,6,9,Kelly,Soriano
2025,2025-07-13,1,MIL,WSN,1,8,1,9,9,Peralta,Irvin
2025,2025-07-13,1,MIN,PIT,0,1,2,3,9,Santana,Duran
2025,2025-07-13,1,NYY,CHC,0,1,4,5,9,Imanaga,Warren
2025,2025-07-13,1,SDP,PHI,0,1,2,3,9,Sánchez,Morejón
2025,2025-07-13,1,SFG,LAD,0,2,5,7,11,Casparius,Bivens
2025,2025-07-13,1,STL,ATL,1,5,4,9,9,Graceffo,Chavez
2025,2025-07-18,1,ARI,STL,1,7,3,10,9,Pfaadt,Pallante
2025,2025-07-18,1,ATL,NYY,1,7,3,10,9,Strider,Hamilton
2025,2025-07-18,1,CHC,BOS,1,4,1,5,9,Rea,Giolito
2025,2025-07-18,1,CLE,ATH,1,8,6,14,9,Cecconi,Sears
2025,2025-07-18,1,COL,MIN,1,6,4,10,9,Freeland,Paddack
2025,2025-07-18,1,LAD,MIL,0,0,2,2,9,Priester,Glasnow
2025,2025-07-18,1,MIA,KCR,1,8,7,15,10,Bachar,Estévez
2025,2025-07-18,1,NYM,CIN,0,4,8,12,9,Lodolo,Carrillo
2025,2025-07-18,1,PHI,LAA,0,5,6,11,9,Bachman,Banks
2025,2025-07-18,1,PIT,CHW,0,1,10,11,9,Cannon,Falter
2025,2025-07-18,1,SEA,HOU,1,6,1,7,9,Castillo,Walter
2025,2025-07-18,1,TBR,BAL,1,11,1,12,9,Bradley,Morton
2025,2025-07-18,1,TEX,DET,1,2,0,2,9,Martin,Kahnle
2025,2025-07-18,1,TOR,SFG,1,4,0,4,9,Bassitt,Verlander
2025,2025-07-18,1,WSN,SDP,0,2,7,9,9,Peralta,Finnegan
2025,2025-07-19,1,ARI,STL,1,10,1,11,9,Nelson,Gray
2025,2025-07-19,1,ATL,NYY,0,9,12,21,9,Weaver,Iglesias
2025,2025-07-19,1,CHC,BOS,1,6,0,6,9,Imanaga,Bello
2025,2025-07-19,1,CLE,ATH,0,2,8,10,9,Severino,Allen
2025,2025-07-19,1,COL,MIN,1,10,6,16,9,Senzatela,Matthews
2025,2025-07-19,1,LAD,MIL,0,7,8,15,9,Peralta,Sheehan
2025,2025-07-19,1,MIA,KCR,1,3,1,4,9,Henriquez,Erceg
2025,2025-07-19,1,NYM,CIN,0,2,5,7,9,Martinez,Holmes
2025,2025-07-19,1,PHI,LAA,1,9,5,14,9,Johnson,Bachman
2025,2025-07-19,1,PIT,CHW,0,4,10,14,9,Gilbert,Ferguson
2025,2025-07-19,1,SEA,HOU,1,7,6,13,11,Bazardo,Neris
2025,2025-07-19,1,TBR,BAL,1,4,3,7,9,Uceta,Domínguez
2025,2025-07-19,1,TEX,DET,1,4,1,5,9,Rocker,Montero
2025,2025-07-19,1,TOR,SFG,1,6,3,9,9,Lauer,Webb
2025,2025-07-19,1,WSN,SDP,1,4,2,6,9,Parker,Darvish
2025,2025-07-20,1,ARI,STL,1,5,3,8,9,Kelly,Mikolas
2025,2025-07-20,1,ATL,NYY,0,2,4,6,9,Stroman,Holmes
2025,2025-07-20,1,CHC,BOS,0,1,6,7,9,Crochet,Pressly
2025,2025-07-20,1,CLE,ATH,1,8,2,10,9,Williams,Springs
2025,2025-07-20,1,COL,MIN,0,1,7,8,9,Ryan,Márquez
2025,2025-07-20,1,LAD,MIL,0,5,6,11,9,Quintana,Trivino
2025,2025-07-20,1,MIA,KCR,0,4,7,11,9,Bubic,Junk
2025,2025-07-20,1,NYM,CIN,1,3,2,5,9,Díaz,Suter
2025,2025-07-20,1,PHI,LAA,0,2,8,10,9,Soriano,Suarez
2025,2025-07-20,1,PIT,CHW,0,2,7,9,9,Civale,Heaney
2025,2025-07-20,1,SEA,HOU,0,3,11,14,9,Ort,Woo
2025,2025-07-20,1,TBR,BAL,0,3,5,8,9,Rogers,Pepiot
2025,2025-07-20,1,TEX,DET,0,1,2,3,9,Holton,Martin
2025,2025-07-20,1,TOR,SFG,1,8,6,14,9,Berríos,Ray
2025,2025-07-20,1,WSN,SDP,0,1,8,9,9,Pivetta,Gore
2025,2025-07-21,1,ARI,HOU,0,3,6,9,9,Gordon,Gallen
2025,2025-07-21,1,ATL,SFG,1,9,5,14,9,Elder,Birdsong
2025,2025-07-21,1,CHC,KCR,0,4,12,16,9,Cameron,Brown
2025,2025-07-21,1,CLE,BAL,1,10,5,15,9,Bibee,Selby
2025,2025-07-21,1,COL,STL,0,2,6,8,9,McGreevy,Gomber
2025,2025-07-21,1,LAD,MIN,1,5,2,7,9,May,Festa
2025,2025-07-21,1,MIA,SDP,0,1,2,3,9,Morejón,Pérez
2025,2025-07-21,1,NYM,LAA,1,7,5,12,9,Raley,Fermin
2025,2025-07-21,1,PHI,BOS,1,3,2,5,10,Lazar,Hicks
2025,2025-07-21,1,PIT,DET,1,3,0,3,9,Skenes,Flaherty
2025,2025-07-21,1,SEA,MIL,0,0,6,6,9,Woodruff,Kirby
2025,2025-07-21,1,TBR,CHW,0,3,8,11,9,Gilbert,Baz
2025,2025-07-21,1,TEX,ATH,1,7,2,9,9,Leiter,Lopez
2025,2025-07-21,1,TOR,NYY,1,4,1,5,9,Gausman,Rodón
2025,2025-07-21,1,WSN,CIN,1,10,8,18,9,Chafin,Singer
2025,2025-07-22,1,ARI,HOU,0,1,3,4,9,Valdez,Woodford
2025,2025-07-22,1,ATL,SFG,0,0,9,9,9,Roupp,Daniel
2025,2025-07-22,1,CHC,KCR,1,6,0,6,9,Boyd,Hill
2025,2025-07-22,1,CLE,BAL,1,6,3,9,9,Cantillo,Young
2025,2025-07-22,1,COL,STL,1,8,4,12,9,Blalock,Fedde
2025,2025-07-22,1,LAD,MIN,0,7,10,17,9,Stewart,Casparius
2025,2025-07-22,1,MIA,SDP,1,4,3,7,9,Cabrera,Kolek
2025,2025-07-22,1,NYM,LAA,1,3,2,5,9,Montas,Hendricks
2025,2025-07-22,1,PHI,BOS,1,4,1,5,9,Sánchez,Fitts
2025,2025-07-22,1,PIT,DET,1,8,5,13,9,Keller,Mize
2025,2025-07-22,1,SEA,MIL,1,1,0,1,9,Gilbert,Mears
2025,2025-07-22,1,TBR,CHW,1,4,3,7,9,Uceta,Martin
2025,2025-07-22,1,TEX,ATH,1,6,2,8,9,deGrom,Newcomb
2025,2025-07-22,1,TOR,NYY,0,4,5,9,9,Hamilton,Hoffman
2025,2025-07-22,1,WSN,CIN,1,6,1,7,9,Pilkington,Burns
2025,2025-07-23,1,ARI,HOU,0,3,4,7,9,Sousa,Ginkel
2025,2025-07-23,1,ATL,SFG,0,3,9,12,9,Verlander,Strider
2025,2025-07-23,1,CHC,KCR,0,4,8,12,9,Lugo,Rea
2025,2025-07-23,1,CLE,BAL,1,3,2,5,9,Gaddis,Selby
2025,2025-07-23,1,COL,STL,1,6,0,6,9,Gordon,Pallante
2025,2025-07-23,1,LAD,MIN,1,4,3,7,9,Banda,Jax
2025,2025-07-23,1,MIA,SDP,1,3,2,5,9,Alcantara,Cease
2025,2025-07-23,1,NYM,LAA,1,6,3,9,9,Manaea,Eder
2025,2025-07-23,1,PHI,BOS,0,8,9,17,11,Weissert,Johnson
2025,2025-07-23,1,PIT,DET,1,6,1,7,9,Falter,Melton
2025,2025-07-23,1,SEA,MIL,0,2,10,12,9,Priester,Castillo
